HexCode,IntCode,Name,Message
0x80048cec,-2147185428,"BaseCurrencyOverflow","The exchange rate set for the currency specified in this record has generated a value for {0} that is larger than the maximum allowed for the base currency ({1})."
0x80048ceb,-2147185429,"BaseCurrencyUnderflow","The exchange rate set for the currency specified in this record has generated a value for {0} that is smaller than the minimum allowed for the base currency ({1})."
0x80044245,-2147204539,"BaseMatchingAttributeNotSameError","Base and Matching attribute should be of same type."
0x80043b1c,-2147206372,"BaseUnitDoesNotExist","The base unit does not exist."
0x80043b03,-2147206397,"BaseUnitNotDeletable","The base unit of a schedule cannot be deleted."
0x80043b17,-2147206377,"BaseUnitNotNull","Do not use a base unit as the value for a primary unit. This value should always be null."
0x80043810,-2147207152,"BaseUomNameNotSpecified","baseuomname not specified"
0x8004B540,-2147175104,"BDK_E_ADDRESS_VALIDATION_FAILURE","{0}"
0x8004B541,-2147175103,"BDK_E_AGREEMENT_ALREADY_SIGNED","{0}"
0x8004B542,-2147175102,"BDK_E_AUTHORIZATION_FAILED","{0}"
0x8004B543,-2147175101,"BDK_E_AVS_FAILED","{0}"
0x8004B544,-2147175100,"BDK_E_BAD_CITYNAME_LENGTH","{0}"
0x8004B545,-2147175099,"BDK_E_BAD_STATECODE_LENGTH","{0}"
0x8004B546,-2147175098,"BDK_E_BAD_ZIPCODE_LENGTH","{0}"
0x8004B547,-2147175097,"BDK_E_BADXML","{0}"
0x8004B548,-2147175096,"BDK_E_BANNED_PAYMENT_INSTRUMENT","{0}"
0x8004B549,-2147175095,"BDK_E_BANNEDPERSON","{0}"
0x8004B54A,-2147175094,"BDK_E_CANNOT_EXCEED_MAX_OWNERSHIP","{0}"
0x8004B54B,-2147175093,"BDK_E_COUNTRY_CURRENCY_PI_MISMATCH","{0}"
0x8004B54C,-2147175092,"BDK_E_CREDIT_CARD_EXPIRED","{0}"
0x8004B54D,-2147175091,"BDK_E_DATE_EXPIRED","{0}"
0x8004B54E,-2147175090,"BDK_E_ERROR_COUNTRYCODE_MISMATCH","{0}"
0x8004B54F,-2147175089,"BDK_E_ERROR_COUNTRYCODE_REQUIRED","{0}"
0x8004B550,-2147175088,"BDK_E_EXTRA_REFERRAL_DATA","{0}"
0x8004B551,-2147175087,"BDK_E_GUID_EXISTS","{0}"
0x8004B552,-2147175086,"BDK_E_INVALID_ADDRESS_ID","{0}"
0x8004B553,-2147175085,"BDK_E_INVALID_BILLABLE_ACCOUNT_ID","{0}  The specified Billing account is invalid.  Or, although the objectID is of the correct type, the account it identifies does not exist in the system."
0x8004B554,-2147175084,"BDK_E_INVALID_BUF_SIZE","{0}"
0x8004B555,-2147175083,"BDK_E_INVALID_CATEGORY_NAME","{0}"
0x8004B556,-2147175082,"BDK_E_INVALID_COUNTRY_CODE","{0}"
0x8004B557,-2147175081,"BDK_E_INVALID_CURRENCY","{0}"
0x8004B558,-2147175080,"BDK_E_INVALID_CUSTOMER_TYPE","{0}"
0x8004B559,-2147175079,"BDK_E_INVALID_DATE","{0}"
0x8004B55A,-2147175078,"BDK_E_INVALID_EMAIL_ADDRESS","{0}"
0x8004B55B,-2147175077,"BDK_E_INVALID_FILTER","{0}"
0x8004B55C,-2147175076,"BDK_E_INVALID_GUID","{0}"
0x8004B55D,-2147175075,"BDK_E_INVALID_INPUT_TO_TAXWARE_OR_VERAZIP","{0}"
0x8004B55E,-2147175074,"BDK_E_INVALID_LOCALE","{0}"
0x8004B55F,-2147175073,"BDK_E_INVALID_OBJECT_ID","{0}  The Billing system cannot find the object (e.g. account or subscription or offering)."
0x8004B560,-2147175072,"BDK_E_INVALID_OFFERING_GUID","{0}"
0x8004B561,-2147175071,"BDK_E_INVALID_PAYMENT_INSTRUMENT_STATUS","{0}"
0x8004B562,-2147175070,"BDK_E_INVALID_PAYMENT_METHOD_ID","{0}"
0x8004B563,-2147175069,"BDK_E_INVALID_PHONE_TYPE","{0}"
0x8004B564,-2147175068,"BDK_E_INVALID_POLICY_ID","{0}"
0x8004B565,-2147175067,"BDK_E_INVALID_REFERRALDATA_XML","{0}"
0x8004B566,-2147175066,"BDK_E_INVALID_STATE_FOR_COUNTRY","{0}"
0x8004B567,-2147175065,"BDK_E_INVALID_SUBSCRIPTION_ID","{0}  The subscription id specified is invalid.  Or, although the objectID is of correct type and also points to a valid account in SCS, the subscription it identifies does not exist in SCS."
0x8004B568,-2147175064,"BDK_E_INVALID_TAX_EXEMPT_TYPE","{0}"
0x8004B569,-2147175063,"BDK_E_MEG_CONFLICT","{0}"
0x8004B56A,-2147175062,"BDK_E_MULTIPLE_CITIES_FOUND","{0}"
0x8004B56B,-2147175061,"BDK_E_MULTIPLE_COUNTIES_FOUND","{0}"
0x8004B56C,-2147175060,"BDK_E_NON_ACTIVE_ACCOUNT","{0}"
0x8004B56D,-2147175059,"BDK_E_NOPERMISSION","{0}  The calling partner does not have access to this method or when the requester does not have permission to search against the supplied search PUID."
0x8004B56E,-2147175058,"BDK_E_OBJECT_ROLE_LIMIT_EXCEEDED","{0}"
0x8004B56F,-2147175057,"BDK_E_OFFERING_ACCOUNT_CURRENCY_MISMATCH","{0}"
0x8004B570,-2147175056,"BDK_E_OFFERING_COUNTRY_ACCOUNT_MISMATCH","{0}"
0x8004B571,-2147175055,"BDK_E_OFFERING_NOT_PURCHASEABLE","{0}"
0x8004B572,-2147175054,"BDK_E_OFFERING_PAYMENT_INSTRUMENT_MISMATCH","{0}"
0x8004B573,-2147175053,"BDK_E_OFFERING_REQUIRES_PI","{0}"
0x8004B574,-2147175052,"BDK_E_PARTNERNOTINBILLING","{0}"
0x8004B575,-2147175051,"BDK_E_PAYMENT_PROVIDER_CONNECTION_FAILED","{0}"
0x8004B577,-2147175049,"BDK_E_POLICY_DEAL_COUNTRY_MISMATCH","{0}"
0x8004B576,-2147175050,"BDK_E_PRIMARY_PHONE_REQUIRED","{0}"
0x8004B578,-2147175048,"BDK_E_PUID_ROLE_LIMIT_EXCEEDED","{0}"
0x8004B579,-2147175047,"BDK_E_RATING_FAILURE","{0}"
0x8004B57A,-2147175046,"BDK_E_REQUIRED_FIELD_MISSING","{0}"
0x8004B57B,-2147175045,"BDK_E_STATE_CITY_INVALID","{0}"
0x8004B57C,-2147175044,"BDK_E_STATE_INVALID","{0}"
0x8004B57D,-2147175043,"BDK_E_STATE_ZIP_CITY_INVALID","{0}"
0x8004B57E,-2147175042,"BDK_E_STATE_ZIP_CITY_INVALID2","{0}"
0x8004B57F,-2147175041,"BDK_E_STATE_ZIP_CITY_INVALID3","{0}"
0x8004B580,-2147175040,"BDK_E_STATE_ZIP_CITY_INVALID4","{0}"
0x8004B581,-2147175039,"BDK_E_STATE_ZIP_COVERS_MULTIPLE_CITIES","{0}"
0x8004B582,-2147175038,"BDK_E_STATE_ZIP_INVALID","{0}"
0x8004B583,-2147175037,"BDK_E_TAXID_EXPDATE","{0}"
0x8004B584,-2147175036,"BDK_E_TOKEN_BLACKLISTED","{0}"
0x8004B585,-2147175035,"BDK_E_TOKEN_EXPIRED","{0}"
0x8004B586,-2147175034,"BDK_E_TOKEN_NOT_VALID_FOR_OFFERING","{0}"
0x8004B587,-2147175033,"BDK_E_TOKEN_RANGE_BLACKLISTED","{0}"
0x8004B588,-2147175032,"BDK_E_TRANS_BALANCE_TO_PI_INVALID","{0}"
0x8004B589,-2147175031,"BDK_E_UNKNOWN_SERVER_FAILURE","{0}  Unknown server failure."
0x8004B58A,-2147175030,"BDK_E_UNSUPPORTED_CHAR_EXIST","{0}"
0x8004B58F,-2147175025,"BDK_E_USAGE_COUNT_FOR_TOKEN_EXCEEDED","{0}  Billing token is already spent."
0x8004B58B,-2147175029,"BDK_E_VATID_DOESNOTHAVEEXPDATE","{0}"
0x8004B58C,-2147175028,"BDK_E_ZIP_CITY_MISSING","{0}"
0x8004B58D,-2147175027,"BDK_E_ZIP_INVALID","{0}  Billing zip code error."
0x8004B58E,-2147175026,"BDK_E_ZIP_INVALID_FOR_ENTERED_STATE","{0}  Billing zip code error."
0x8005E003,-2147098621,"BidsAuthenticationError","An error occured while authenticating with server {0}."
0x8005E006,-2147098618,"BidsAuthenticationFailed","Authentication failed when trying to connect to server {0}. The username or password is incorrect."
0x8005E000,-2147098624,"BidsInvalidConnectionString","Input connection string is invalid. Usage: ServerUrl[;OrganizationName][;HomeRealmUrl]"
0x8005E001,-2147098623,"BidsInvalidUrl","Input url {0} is invalid."
0x8005E004,-2147098620,"BidsNoOrganizationsFound","No organizations found for the user."
0x8005E005,-2147098619,"BidsOrganizationNotFound","Organization {0} cannot be found for the user."
0x8005E002,-2147098622,"BidsServerConnectionFailed","Failed to connect to server {0}."
0x8004B531,-2147175119,"BillingNoSettingError","No Billing application configuration setting [{0}] was found."
0x8004B530,-2147175120,"BillingPartnerCertificate","Could not determine the right Partner certificate to use with Billing.  Issuer: {0}  Subject: {1}  Distinguished matches: [{2}]  Name matches: [{3}]  All valid certificates: [{4}]."
0x8004B538,-2147175112,"BillingRetrieveKeyError","Could not retrieve Billing session key: ""{0}"""
0x8004B532,-2147175118,"BillingTestConnectionError","Billing is not available: Call to IsServiceAvailable returned 'False'."
0x8004B533,-2147175117,"BillingTestConnectionException","Billing TestConnection exception."
0x8004B536,-2147175114,"BillingUnknownErrorCode","Billing error code [{0}] was thrown with exception {1}"
0x8004B537,-2147175113,"BillingUnknownException","Billing error was thrown with exception {0}"
0x8004B535,-2147175115,"BillingUnmappedErrorCode","Billing error code [{0}] was thrown with exception {1}"
0x8004B534,-2147175116,"BillingUserPuidNullError","User Puid is required, but is null."
0x80049946,-2147182266,"BinAttrbuteNotReady","Attribute '{0}' on table '{1}' is not ready for recycle bin table queries. Please remove this attribute from your query. Please wait for recycle bin metadata sync operation to complete before using this attribute."
0x80160043,-2146041789,"BindAttributeNotSpecifiedForLookup","BindAttribute for lookup property {0} is not provided. More Details:{1}"
0x80160044,-2146041788,"BindAttributeValuesAreDifferentAcrossControlConfigurations","Bind Attribute for lookup property {0} should be same for all form factor control configurations Please check the configuration: {1}. More Details:{2}"
0x80090018,-2146893800,"BlobNotFound","Blob not found."
0x8004E10E,-2147163890,"BookFirstInstanceFailed","Failed to book first instance."
0x8004431C,-2147204324,"BooleanOptionOutOfRange","Boolean attribute options must have a value of either 0 or 1."
0x80048218,-2147188200,"BothConnectionSidesAreNeeded","You must provide a name or select a role for both sides of this connection."
0x80160031,-2146041807,"BoundPropertyShoulNotHaveStaticValue","Property {0} is configured with a static value, but must be bound to an attribute. More Details:{1}"
0x80160041,-2146041791,"BoundPropertyTypeMismatch","The type declared for property {0} (type {1}) on the control manifest does not match the type(s){2} of property '{3}' bound to it. More Details:{4}"
0x80060384,-2147089532,"BPFEntityAlreadyExists","BPF entity with this name already exists."
0x80060446,-2147089338,"BpfEntityServiceIsNull","Error creating or updating Business Process: BpfEntityService cannot be null."
0x80060447,-2147089337,"BpfFactoryIsNull","Error creating or updating Business Process: BpfFactory cannot be null."
0x80060397,-2147089513,"BpfInstanceAlreadyExists","A business process flow already exists for the target record and could not be created. Please contact your system administrator."
